chr	pos	w	Order
chr10	99400000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	29
chr10	99600000	3	1
chr10	99720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	99840000	3|4|5|6	4
chr10	100240000	6	1
chr10	100280000	3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr10	100520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	100880000	3|4|5	3
chr10	101000000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr10	101160000	3|4|5|6|8|9	6
chr10	101280000	3	1
chr10	101440000	3	1
chr10	101560000	5|6	2
chr10	101600000	3|4|7|8|9|10|15	7
chr10	101800000	3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr10	101840000	16	1
chr10	102120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	102400000	3|4	2
chr10	102480000	5|6|7|8|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr10	102640000	3|5|6|7|8|9|10|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	31
chr10	102680000	4|11|12|13|38|39|40	7
chr10	102920000	3|4|18|19	4
chr10	103080000	3|4|5|6|7|8|40	7
chr10	103360000	3|4|5|6	4
chr10	103600000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr10	103680000	3|4|5|11|12|13|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr10	103880000	3|4|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	18
chr10	104040000	3|4|5|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	20
chr10	104280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	104360000	4	1
chr10	104600000	37	1
chr10	104640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36	34
chr10	105040000	3|4|5|6|7|8|9	7
chr10	105720000	3|4	2
chr10	105760000	5|6|7|8|9|10|11|12|13	9
chr10	105800000	14|15	2
chr10	105920000	3|16|17|18|19|20|21	7
chr10	106200000	3|4|5|8|9|10|11|12|13|14|21|22|23|24|26	15
chr10	106240000	6|25	2
chr10	106280000	7	1
chr10	106360000	27|28|29|30|31|32|33|34|35|36|37|38|39|40	14
chr10	106400000	3	1
chr10	106600000	36|37|38|39|40	5
chr10	106640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr10	107320000	11|12	2
chr10	107360000	9|10	2
chr10	107400000	3|4|5|6|7|8	6
chr10	107840000	3|4|5|6|7|8|9|10	8
chr10	108560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr10	108800000	15|16|17|18|19|20|21|22|23	9
chr10	109880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	110120000	3|4|5|12|13|14|15|16|17|19|20|21|23|24|25|26|27|28|29|30|33|37|38|39	24
chr10	110280000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr10	110320000	4	1
chr10	110600000	3|4|5|6|7|8|9|10|11|12|15|16|17|18|19|33|34|35|36|37|38|39|40	23
chr10	110920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	30
chr10	111000000	13|14|15|16|19|20|21|22|23|24|25	11
chr10	111040000	3|4|5|6|7|8|9|10|11|12|17|18	12
chr10	111320000	4|5	2
chr10	111600000	3|4|5	3
chr10	111640000	6	1
chr10	111680000	7	1
chr10	111720000	8|9	2
chr10	112120000	4|5|6	3
chr10	112160000	3|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr10	112320000	3	1
chr10	112440000	20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|39	19
chr10	112480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|38|40	19
chr10	112960000	3	1
chr10	113120000	3|4|5|6|7|8|9|10	8
chr10	113160000	11	1
chr10	113680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	114120000	3|4|5|6|7|8|13|14|15|16|17|18|19|20|21|22|23|24|25|26|37|38|39	23
chr10	114160000	9|10|11|12|40	5
chr10	114280000	9|10|11|12|13|14|15|16|17|18	10
chr10	114440000	8|17|18	3
chr10	114480000	3|4|5|6|7	5
chr10	114840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	115120000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|35|36|37|38|39|40	34
chr10	115160000	3|4	2
chr10	115440000	3|4|5|6|7	5
chr10	115680000	3|4|5|8|9|10|11|12	8
chr10	115760000	5|6|7|8	4
chr10	116280000	3	1
chr10	116440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr10	116480000	19|20|21|22|23|24|25|26|27|28|30|31|32|35	14
chr10	116520000	29|33|34|36|37|38|39|40	8
chr10	116800000	3|4|5|6|7|25|26|29|31|32|33|34|35|36|37|38|39|40	18
chr10	117200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	117360000	8|9|10|11|12|13|14|15|16|17|18	11
chr10	117480000	4|5|6	3
chr10	117520000	3	1
chr10	117720000	3	1
chr10	118240000	3|4|5|6|7|8|9	7
chr10	118280000	10|11|12|13|14|15|17	7
chr10	118320000	16|18	2
chr10	118560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	118680000	8	1
chr10	118720000	3|9|10|18|19|20|21|22|23|24|25|26|31|35|40	15
chr10	119040000	3|4|5	3
chr10	119080000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr10	119200000	3|4	2
chr10	119440000	3|4	2
chr10	119560000	7|8	2
chr10	119600000	3|4|5|6|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr10	119880000	20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	21
chr10	119920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr10	120360000	7|8|9|10	4
chr10	120400000	3|4|5|6	4
chr10	120840000	3	1
chr10	120880000	24|25|26	3
chr10	120920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|27|28|29|30|31|32|33|34|35|36	31
chr10	121080000	3	1
chr10	121320000	3	1
chr10	121600000	3|4|5|6|7	5
chr10	121760000	3	1
chr10	121920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr10	122240000	5|6|7|8	4
chr10	122280000	3|4	2
chr10	122440000	3	1
chr10	122600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	122640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	123000000	3|4|5|6|7|8	6
chr10	123160000	3	1
chr10	123400000	3|4	2
chr10	123560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr10	124000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	25
chr10	124400000	3|4|5|6|7|8	6
chr10	124440000	9	1
chr10	124520000	4|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr10	124800000	3|4|5	3
chr10	124840000	6|17|18|20|21|22|23|24|29|31|32|33|34|35|37	15
chr10	124960000	17|18|19|20|21	5
chr10	125000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr10	125160000	3|4	2
chr10	125360000	3|4	2
chr10	125720000	3|4|5|6|7|8	6
chr10	125800000	25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	16
chr10	125840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr10	126520000	3|4|5	3
chr10	126760000	3|4	2
chr10	126880000	6|7|16	3
chr10	127000000	13|14|15|20|21	5
chr10	127040000	3|4|5|6|7|8|9|10|11|12|16|17|18|19|22|23	16
chr10	127080000	24|25	2
chr10	127200000	8|33|34|36|37|38|39|40	8
chr10	127400000	3|4|5|6|29|30|31|32|33|34|35|36|37|38|39	15
chr10	127880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	128080000	3|34|35|36|39|40	6
chr10	128160000	17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	24
chr10	128200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr10	128560000	3|4	2
chr10	128840000	3	1
chr10	129040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr10	129760000	4	1
chr10	129960000	3|4|5	3
chr10	130200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr10	130680000	4|6	2
chr10	131560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	131600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	131880000	3|4|5	3
chr10	132120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	132280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	132760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr10	133797422	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	80000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	2320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	2560000	3|4	2
chr11	2800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	2920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	3240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	3560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	3800000	5	1
chr11	3840000	3|4	2
chr11	4240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	4360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	4600000	4|5	2
chr11	4640000	3	1
chr11	4840000	3|4	2
chr11	5000000	3	1
chr11	5040000	7|8|9	3
chr11	5120000	4|5|6	3
chr11	5400000	3|4|5|6|7|8	6
chr11	5760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	5800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	6000000	3	1
chr11	6240000	3|4	2
chr11	6360000	3|4|5|6|7|8|9|10|11|12|13	11
chr11	6520000	3|11|12|17	4
chr11	6720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22	20
chr11	7080000	3|4|5|6|7|8|9	7
chr11	7440000	5|6	2
chr11	7480000	3|4|7	3
chr11	7680000	3|4|5|6|7|8|10	7
chr11	7720000	9|11|12	3
chr11	7840000	3|4|7	3
chr11	7880000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|39|40	32
chr11	8000000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr11	8120000	5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr11	8160000	3|6	2
chr11	8360000	3|4	2
chr11	8560000	3	1
chr11	8600000	4|5|6|7|8|9|13|22|23|24|33|36|37	13
chr11	8680000	3|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr11	8960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	9160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	9280000	12|13|14|15|16|17|18|19|20|22|23|25|31|32|35	15
chr11	9440000	3	1
chr11	9480000	6	1
chr11	9520000	3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr11	9760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	10000000	3|4|5|6	4
chr11	10320000	10	1
chr11	10360000	7|8|9	3
chr11	10400000	3|4|5|6|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr11	10520000	15|16|17|18|20|21|22|23|24|25|26|27|28|29|32|33|35|36|37|38|39|40	22
chr11	10760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	10920000	9|10|11|12|13|14	6
chr11	11040000	3|4|5|6	4
chr11	11280000	3	1
chr11	11320000	4|5|6|7	4
chr11	11800000	3|4|5|6|7	5
chr11	11920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	12040000	8|9|10|11|12|13|14	7
chr11	12280000	3|4|5|6|7|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr11	12320000	8|9	2
chr11	12520000	3	1
chr11	12680000	3	1
chr11	12920000	3|4|5|6|7|8|9|10|11|12|13|14|17|18|19|20|21|22|24	19
chr11	12960000	15|16	2
chr11	13160000	3	1
chr11	13200000	4|5|6|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr11	13400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	13720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr11	13960000	3|4	2
chr11	14280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	14520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	14760000	3|4	2
chr11	14800000	5	1
chr11	14880000	7|8	2
chr11	14920000	3|9	2
chr11	15240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	15600000	25	1
chr11	15640000	3|4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	21
chr11	15760000	6|7|8|9|10|13|14|15|16|19	10
chr11	15800000	11	1
chr11	15840000	3|4|12	3
chr11	16600000	3|4|5|6|7	5
chr11	16640000	8|10|12|13|14|15	6
chr11	16760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	16920000	20|21|22|23|24|25|26	7
chr11	17080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	17200000	3|4|5|7|10	5
chr11	17360000	3|12|13|14|15|16|17|18|19|20|21|22|23|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr11	17560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	17720000	3|7|21|22|23|24|25|26|27|28|29|30|40	13
chr11	17760000	4	1
chr11	18000000	3|4|5|6|8|13|14|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr11	18080000	6|7|8|9|10|11|12|13|14|15|16|17|18|23	14
chr11	18240000	25|26|32	3
chr11	18280000	3	1
chr11	18400000	3|4	2
chr11	18520000	3|4|5|6|7|8|9|10|13|14|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr11	18760000	3|4	2
chr11	18800000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr11	19040000	8|9|10|11|12|14|15|16|20|21|22|23|24|27|29|33|34|37|40	19
chr11	19080000	3|4|5|6|7	5
chr11	19280000	3|4|5	3
chr11	19560000	3|4|5|6|7|8|9|37|38|39|40	11
chr11	19760000	3	1
chr11	19920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	20120000	3|4|5|6|31|32|33|34|35|36|37|38|39|40	14
chr11	20160000	20|21|22|23|24|25|26|27|28|29|30	11
chr11	20360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	20640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	21360000	3	1
chr11	21520000	3|4|5|6|7|8|9	7
chr11	22160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr11	22200000	19|20|23|24	4
chr11	22320000	3|4|5|6|9|10|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr11	22560000	5	1
chr11	22840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	23120000	3|4|5|6	4
chr11	23520000	3|4|5|6|7|8	6
chr11	24400000	3|4|5|6|7|8|9|10|11|12|13|14|15|17	14
chr11	24480000	8|10|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	21
chr11	25960000	3|4|5|6|25|26|27|28|29|30|31|32|33|34|35|36|37|38	18
chr11	26280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	26520000	3|4	2
chr11	26680000	3|4|5|6|7|8|9|11	8
chr11	26720000	10	1
chr11	27160000	3|4|5|6|7|8|9|10|11|12|13|14|20|21|22|23|24|25|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr11	27360000	3	1
chr11	27520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	27680000	4|5|6|7|8|9|10|11|12|13|14	11
chr11	27720000	3	1
chr11	28120000	3|4|5|6|7	5
chr11	28520000	3|4	2
chr11	29160000	3|4	2
chr11	29360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	30120000	3|4|5|6|7|8|9|10|11|12	10
chr11	30200000	16	1
chr11	30320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr11	30920000	3|4|5|6|7	5
chr11	30960000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr11	31240000	3|14	2
chr11	31400000	3	1
chr11	31800000	3	1
chr11	32000000	3|4	2
chr11	32200000	3	1
chr11	32320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	32600000	3|4|5	3
chr11	32720000	6|7|18|19|20|21|22|23|24|25|26|30	12
chr11	32800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	32960000	3	1
chr11	33120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	33320000	10|11|12|39|40	5
chr11	33360000	3|4|5|6|7|8|9	7
chr11	33680000	3	1
chr11	33720000	4|5|6	3
chr11	33760000	7|8|9|10|11|12|13|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35	24
chr11	33800000	14|15|16|17|20	5
chr11	34000000	3|11|12|13|14|15|16|17|18|19|20|21|22|23|24|26|27|28|31|32|38	21
chr11	34080000	13|14|15|16|17|18|19|20|21|25|26|29|30|31|32|33|34|35|36|37|38|39	22
chr11	34120000	5|6|7|8|22|23|24|27|28	9
chr11	34160000	3|4	2
chr11	34360000	3|4|5|12|13|15|16|25|26|27|29|30|32|33|34	15
chr11	34480000	10|11|21|22|23|24|25|26|27|28|29|30|31|33|35	15
chr11	34520000	3|4|5|6|7|8|9|12|13|14|15|16|17|18|19|20|34	17
chr11	34920000	3|4|5|6|7|8|9|10|11|12|13|14|15|28|29|30|39|40	18
chr11	35200000	3|4|5|6|26|27|28|29|33|34|35	11
chr11	35240000	7	1
chr11	35400000	3	1
chr11	35440000	9|10|11|12|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr11	35480000	3|4|5|6|7|8|13	7
chr11	35800000	3|4	2
chr11	36080000	3|4	2
chr11	36280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	36520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	36680000	8|9|10|11|12|13	6
chr11	36760000	3|4	2
chr11	36960000	3|4|6	3
chr11	37440000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr11	37680000	3|4	2
chr11	38800000	3|4|5|6|7|8|9|10|11|12|13	11
chr11	39400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|34|35|36|37|38|39|40	29
chr11	40160000	12|13	2
chr11	40240000	11|12	2
chr11	40280000	4|5|6|7|8|9|10|13	8
chr11	40760000	8|9	2
chr11	41200000	3|4|5|6	4
chr11	41240000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|30|31|32|33|34|35|36	22
chr11	41280000	28|29	2
chr11	41400000	27	1
chr11	41440000	3|4|5|6|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	21
chr11	41640000	3	1
chr11	42520000	3|4|5|6|7|8|9	7
chr11	42560000	16|17	2
chr11	42640000	6|8|9|10|11|12|13|14|15|16	10
chr11	43320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	43440000	24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	17
chr11	43480000	3	1
chr11	43840000	4|5	2
chr11	43880000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr11	44080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr11	44280000	3|4	2
chr11	44560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|25|26|27|28|29|30|31|32|33|34|35|36|37	32
chr11	44920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr11	45120000	3|4|5|12|13|14|15|16|17|18	10
chr11	45320000	11	1
