chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour
chr1	225540000	225560000	chr1	225940000	225990000	1456	1463	1456_1463	0	1	FALSE
chr16	52040000	52080000	chr16	52410000	52420000	14570	14572	14570_14572	0	1	FALSE
chr16	53050000	53060000	chr16	53290000	53300000	14575	14580	14575_14580	0	1	FALSE
chr16	53230000	53240000	chr16	53460000	53490000	14578	14581	14578_14581	0	1	FALSE
chr1	225570000	225580000	chr1	225750000	225790000	1457	1458	1457_1458	0	1	FALSE
chr16	53530000	53570000	chr16	54880000	54900000	14582	14596	14582_14596	0	1	FALSE
chr16	53860000	53870000	chr16	54630000	54670000	14586	14594	14586_14594	0	1	FALSE
chr16	53960000	53970000	chr16	54920000	54960000	14588	14597	14588_14597	1	1	FALSE
chr16	54140000	54150000	chr16	54880000	54900000	14590	14596	14590_14596	0	1	FALSE
chr16	54260000	54290000	chr16	54630000	54670000	14592	14594	14592_14594	2	1	FALSE
chr16	54260000	54290000	chr16	54790000	54830000	14592	14595	14592_14595	1	1	FALSE
chr16	57740000	57760000	chr16	57990000	58030000	14616	14620	14616_14620	1	1	FALSE
chr16	57990000	58030000	chr16	58480000	58500000	14620	14622	14620_14622	0	1	FALSE
chr16	58330000	58350000	chr16	58650000	58660000	14621	14623	14621_14623	0	1	FALSE
chr16	65140000	65160000	chr16	66260000	66280000	14631	14634	14631_14634	1	1	FALSE
chr16	67270000	67280000	chr16	67390000	67410000	14643	14644	14643_14644	0	2	FALSE
chr16	69370000	69410000	chr16	69710000	69720000	14663	14664	14663_14664	2	1	FALSE
chr16	71410000	71420000	chr16	71620000	71630000	14672	14673	14672_14673	0	1	FALSE
chr1	226570000	226580000	chr1	227920000	227950000	1467	1477	1467_1477	0	1	FALSE
chr16	73040000	73070000	chr16	73170000	73200000	14681	14682	14681_14682	0	1	FALSE
chr16	74480000	74490000	chr16	74600000	74610000	14686	14687	14686_14687	0	1	FALSE
chr16	75470000	75490000	chr16	75750000	75770000	14695	14697	14695_14697	2	2	FALSE
chr16	75650000	75660000	chr16	77180000	77190000	14696	14706	14696_14706	0	1	FALSE
chr16	75780000	75810000	chr16	76650000	76660000	14698	14701	14698_14701	1	2	FALSE
chr16	76010000	76020000	chr16	77100000	77120000	14699	14704	14699_14704	0	1	FALSE
chr16	76250000	76260000	chr16	77100000	77120000	14700	14704	14700_14704	0	1	FALSE
chr16	76680000	76690000	chr16	77150000	77170000	14702	14705	14702_14705	0	1	FALSE
chr16	77230000	77250000	chr16	77960000	77990000	14707	14711	14707_14711	1	2	FALSE
chr16	77670000	77690000	chr16	78090000	78100000	14710	14712	14710_14712	0	1	FALSE
chr16	78490000	78530000	chr16	79580000	79640000	14715	14720	14715_14720	3	3	TRUE
chr1	226890000	226930000	chr1	227310000	227330000	1472	1474	1472_1474	1	1	FALSE
chr16	83950000	83970000	chr16	84460000	84500000	14747	14751	14747_14751	1	3	TRUE
chr16	85260000	85280000	chr16	85730000	85740000	14756	14761	14756_14761	0	1	FALSE
chr16	85260000	85280000	chr16	86000000	86030000	14756	14763	14756_14763	0	1	FALSE
chr16	86550000	86580000	chr16	87380000	87390000	14767	14774	14767_14774	0	1	FALSE
chr16	86550000	86580000	chr16	87610000	87620000	14767	14777	14767_14777	0	1	FALSE
chr16	87410000	87430000	chr16	87640000	87650000	14775	14778	14775_14778	0	1	FALSE
chr16	88420000	88450000	chr16	88520000	88550000	14783	14784	14783_14784	3	2	TRUE
chr16	88930000	88940000	chr16	89210000	89220000	14787	14789	14787_14789	0	1	FALSE
chr16	89720000	89730000	chr16	89860000	89870000	14794	14795	14794_14795	0	1	FALSE
chr17	1350000	1370000	chr17	1490000	1530000	14802	14803	14802_14803	1	1	FALSE
chr17	1640000	1660000	chr17	2020000	2090000	14804	14811	14804_14811	0	1	FALSE
chr17	1670000	1730000	chr17	2000000	2010000	14805	14810	14805_14810	0	1	FALSE
chr17	2020000	2090000	chr17	2450000	2470000	14811	14814	14811_14814	0	1	FALSE
chr17	2450000	2470000	chr17	2680000	2690000	14814	14815	14814_14815	0	1	FALSE
chr17	2830000	2850000	chr17	3680000	3690000	14817	14823	14817_14823	0	1	FALSE
chr1	228750000	228760000	chr1	229130000	229160000	1481	1484	1481_1484	0	1	FALSE
chr17	3830000	3840000	chr17	4080000	4090000	14825	14826	14825_14826	0	1	FALSE
chr17	4160000	4220000	chr17	4660000	4670000	14827	14833	14827_14833	0	2	FALSE
chr17	4400000	4420000	chr17	4620000	4640000	14829	14832	14829_14832	0	2	FALSE
chr17	5490000	5510000	chr17	6400000	6440000	14840	14847	14840_14847	0	2	FALSE
chr17	5570000	5620000	chr17	6050000	6060000	14842	14845	14842_14845	0	1	FALSE
chr17	5690000	5700000	chr17	6400000	6440000	14843	14847	14843_14847	0	1	FALSE
chr17	7240000	7250000	chr17	7560000	7580000	14857	14862	14857_14862	0	1	FALSE
chr17	7320000	7330000	chr17	7840000	7860000	14859	14865	14859_14865	0	1	FALSE
chr17	7840000	7860000	chr17	8150000	8160000	14865	14868	14865_14868	0	1	FALSE
chr17	8970000	9020000	chr17	9170000	9180000	14875	14877	14875_14877	0	1	FALSE
chr17	9130000	9140000	chr17	9510000	9540000	14876	14880	14876_14880	0	1	FALSE
chr17	9240000	9250000	chr17	9510000	9540000	14878	14880	14878_14880	0	1	FALSE
chr17	10030000	10040000	chr17	10590000	10630000	14884	14889	14884_14889	0	1	FALSE
chr17	10170000	10180000	chr17	10590000	10630000	14885	14889	14885_14889	0	1	FALSE
chr17	10450000	10460000	chr17	10590000	10630000	14888	14889	14888_14889	0	1	FALSE
chr1	229650000	229670000	chr1	230060000	230090000	1488	1490	1488_1490	2	1	FALSE
chr17	10670000	10680000	chr17	11920000	11990000	14891	14902	14891_14902	0	1	FALSE
chr17	11130000	11150000	chr17	11630000	11660000	14894	14898	14894_14898	0	1	FALSE
chr17	11130000	11150000	chr17	11920000	11990000	14894	14902	14894_14902	0	1	FALSE
chr17	11230000	11260000	chr17	11920000	11990000	14896	14902	14896_14902	0	2	FALSE
chr17	12170000	12210000	chr17	12700000	12710000	14905	14910	14905_14910	0	1	FALSE
chr17	12170000	12210000	chr17	12740000	12750000	14905	14911	14905_14911	1	1	FALSE
chr17	12170000	12210000	chr17	13030000	13040000	14905	14916	14905_14916	0	1	FALSE
chr17	13570000	13610000	chr17	14750000	14760000	14918	14931	14918_14931	0	1	FALSE
chr17	13570000	13610000	chr17	15180000	15190000	14918	14937	14918_14937	0	1	FALSE
chr17	13930000	13940000	chr17	14280000	14320000	14924	14928	14924_14928	0	1	FALSE
chr17	16610000	16620000	chr17	16960000	16970000	14947	14948	14947_14948	0	1	FALSE
chr1	230760000	230820000	chr1	230910000	230930000	1494	1496	1494_1496	2	3	TRUE
chr17	17340000	17370000	chr17	17750000	17760000	14952	14957	14952_14957	0	1	FALSE
chr17	17660000	17700000	chr17	17780000	17800000	14956	14958	14956_14958	1	1	FALSE
chr17	19350000	19370000	chr17	19740000	19770000	14962	14966	14962_14966	1	2	FALSE
chr17	20100000	20130000	chr17	20240000	20250000	14968	14970	14968_14970	0	1	FALSE
chr1	230910000	230930000	chr1	231190000	231220000	1496	1498	1496_1498	3	2	TRUE
chr17	20240000	20250000	chr17	20740000	20750000	14970	14971	14970_14971	0	1	FALSE
chr17	27230000	27250000	chr17	27490000	27500000	14975	14978	14975_14978	0	1	FALSE
chr17	27330000	27380000	chr17	27640000	27670000	14976	14980	14976_14980	0	2	FALSE
chr17	27780000	27810000	chr17	28220000	28230000	14982	14987	14982_14987	0	1	FALSE
chr17	27910000	27920000	chr17	28240000	28260000	14984	14988	14984_14988	0	1	FALSE
chr17	27950000	27960000	chr17	28270000	28280000	14986	14989	14986_14989	0	1	FALSE
chr17	28840000	28850000	chr17	29100000	29120000	14996	15001	14996_15001	0	1	FALSE
chr1	231260000	231280000	chr1	231580000	231600000	1499	1503	1499_1503	0	2	FALSE
chr17	29130000	29160000	chr17	29270000	29300000	15002	15004	15002_15004	1	2	FALSE
chr17	29320000	29380000	chr17	29850000	29860000	15005	15009	15005_15009	0	1	FALSE
chr17	29320000	29380000	chr17	29950000	29960000	15005	15011	15005_15011	1	1	FALSE
chr17	29530000	29570000	chr17	29760000	29840000	15006	15008	15006_15008	0	1	FALSE
chr17	29580000	29670000	chr17	30080000	30130000	15007	15014	15007_15014	0	1	FALSE
chr17	30150000	30160000	chr17	30870000	30880000	15015	15023	15015_15023	0	1	FALSE
chr17	30300000	30310000	chr17	30560000	30570000	15018	15021	15018_15021	0	1	FALSE
chr17	31210000	31230000	chr17	31360000	31370000	15026	15027	15026_15027	0	1	FALSE
chr17	31520000	31580000	chr17	31890000	31910000	15030	15034	15030_15034	1	1	FALSE
chr17	31690000	31700000	chr17	31830000	31870000	15031	15033	15031_15033	0	1	FALSE
chr17	32460000	32510000	chr17	32610000	32620000	15035	15036	15035_15036	0	1	FALSE
chr17	32630000	32640000	chr17	32860000	32940000	15037	15040	15037_15040	0	1	FALSE
chr17	32740000	32800000	chr17	32990000	33060000	15039	15042	15039_15042	0	1	FALSE
chr17	32990000	33060000	chr17	33730000	33790000	15042	15051	15042_15051	0	2	FALSE
chr17	33100000	33110000	chr17	33640000	33700000	15043	15050	15043_15050	0	1	FALSE
chr17	33130000	33140000	chr17	33640000	33700000	15044	15050	15044_15050	0	1	FALSE
chr17	33220000	33230000	chr17	34000000	34010000	15045	15055	15045_15055	0	1	FALSE
chr17	33310000	33320000	chr17	33640000	33700000	15047	15050	15047_15050	0	1	FALSE
chr17	33730000	33790000	chr17	34330000	34340000	15051	15059	15051_15059	0	1	FALSE
chr17	33810000	33820000	chr17	34130000	34170000	15052	15057	15052_15057	0	1	FALSE
chr17	33880000	33890000	chr17	34350000	34380000	15053	15060	15053_15060	0	1	FALSE
chr17	33900000	33910000	chr17	34760000	34770000	15054	15067	15054_15067	0	1	FALSE
chr17	34190000	34220000	chr17	35450000	35470000	15058	15078	15058_15078	0	1	FALSE
chr17	34410000	34460000	chr17	34910000	34920000	15061	15069	15061_15069	0	1	FALSE
chr17	34480000	34490000	chr17	35480000	35500000	15062	15079	15062_15079	0	1	FALSE
chr17	34500000	34530000	chr17	35450000	35470000	15063	15078	15063_15078	0	1	FALSE
chr17	34540000	34580000	chr17	34620000	34660000	15064	15065	15064_15065	0	1	FALSE
chr17	35220000	35230000	chr17	35510000	35550000	15075	15080	15075_15080	0	1	FALSE
chr1	231840000	231900000	chr1	233150000	233170000	1507	1520	1507_1520	1	1	FALSE
chr17	36560000	36570000	chr17	37210000	37280000	15084	15097	15084_15097	0	1	FALSE
chr17	36590000	36650000	chr17	37120000	37130000	15085	15094	15085_15094	0	1	FALSE
chr17	36590000	36650000	chr17	37140000	37150000	15085	15095	15085_15095	0	1	FALSE
chr17	36590000	36650000	chr17	37340000	37350000	15085	15098	15085_15098	0	1	FALSE
chr17	36590000	36650000	chr17	37410000	37420000	15085	15100	15085_15100	0	1	FALSE
chr17	36660000	36670000	chr17	36840000	36850000	15086	15090	15086_15090	0	1	FALSE
chr17	36720000	36730000	chr17	37030000	37060000	15087	15093	15087_15093	0	1	FALSE
chr17	36790000	36800000	chr17	37030000	37060000	15089	15093	15089_15093	0	1	FALSE
chr1	231990000	232000000	chr1	232590000	232600000	1508	1512	1508_1512	0	1	FALSE
chr1	17600000	17620000	chr1	18540000	18610000	150	163	150_163	0	1	FALSE
chr17	37510000	37520000	chr17	37630000	37650000	15101	15103	15101_15103	0	1	FALSE
chr17	38430000	38440000	chr17	38670000	38680000	15107	15108	15107_15108	0	1	FALSE
chr17	38970000	39000000	chr17	39230000	39240000	15110	15112	15110_15112	0	1	FALSE
chr17	40000000	40030000	chr17	40270000	40280000	15118	15120	15118_15120	0	1	FALSE
chr17	41040000	41050000	chr17	41310000	41330000	15127	15128	15127_15128	0	1	FALSE
chr17	42310000	42330000	chr17	42400000	42410000	15135	15136	15135_15136	0	1	FALSE
chr1	232610000	232660000	chr1	232980000	232990000	1513	1517	1513_1517	0	1	FALSE
chr1	232610000	232660000	chr1	233230000	233260000	1513	1523	1513_1523	1	1	FALSE
chr17	43390000	43410000	chr17	43670000	43700000	15144	15147	15144_15147	0	1	FALSE
chr17	44760000	44780000	chr17	45010000	45030000	15155	15158	15155_15158	0	1	FALSE
chr17	44900000	44930000	chr17	45200000	45210000	15157	15160	15157_15160	0	1	FALSE
chr17	45200000	45210000	chr17	45830000	45860000	15160	15165	15160_15165	0	1	FALSE
chr17	48660000	48690000	chr17	48790000	48810000	15175	15176	15175_15176	1	2	FALSE
chr17	49550000	49590000	chr17	49780000	49790000	15183	15185	15183_15185	0	1	FALSE
chr17	50100000	50110000	chr17	50280000	50310000	15190	15192	15190_15192	1	2	FALSE
chr1	17640000	17680000	chr1	18790000	18850000	151	165	151_165	1	1	FALSE
chr1	17640000	17680000	chr1	18860000	18870000	151	166	151_166	1	1	FALSE
chr17	51330000	51380000	chr17	52090000	52120000	15201	15206	15201_15206	1	1	FALSE
chr17	51590000	51600000	chr17	52090000	52120000	15203	15206	15203_15206	0	1	FALSE
chr17	52170000	52180000	chr17	52290000	52300000	15207	15208	15207_15208	0	1	FALSE
chr17	55530000	55550000	chr17	55720000	55730000	15213	15216	15213_15216	0	1	FALSE
chr17	55530000	55550000	chr17	55740000	55750000	15213	15217	15213_15217	1	1	FALSE
chr17	55530000	55550000	chr17	56470000	56490000	15213	15229	15213_15229	0	1	FALSE
chr17	55530000	55550000	chr17	56750000	56780000	15213	15234	15213_15234	0	1	FALSE
chr17	55700000	55710000	chr17	56690000	56740000	15215	15233	15215_15233	0	1	FALSE
chr17	55830000	55870000	chr17	56470000	56490000	15219	15229	15219_15229	2	2	FALSE
chr17	55830000	55870000	chr17	56690000	56740000	15219	15233	15219_15233	3	1	TRUE
chr17	55910000	55920000	chr17	56470000	56490000	15220	15229	15220_15229	0	1	FALSE
chr17	56100000	56130000	chr17	56470000	56490000	15223	15229	15223_15229	0	1	FALSE
chr17	57110000	57150000	chr17	57580000	57600000	15237	15242	15237_15242	0	1	FALSE
chr17	57110000	57150000	chr17	57620000	57630000	15237	15243	15237_15243	1	1	FALSE
chr17	57110000	57150000	chr17	57960000	57970000	15237	15250	15237_15250	0	1	FALSE
chr17	57110000	57150000	chr17	58030000	58040000	15237	15252	15237_15252	1	1	FALSE
chr17	57220000	57270000	chr17	57550000	57560000	15238	15241	15238_15241	0	1	FALSE
chr17	57220000	57270000	chr17	57580000	57600000	15238	15242	15238_15242	2	1	FALSE
chr1	233360000	233370000	chr1	234390000	234400000	1525	1533	1525_1533	0	1	FALSE
chr17	59300000	59330000	chr17	59530000	59540000	15265	15267	15265_15267	0	1	FALSE
chr1	233380000	233470000	chr1	233910000	233920000	1526	1529	1526_1529	0	1	FALSE
chr17	60710000	60750000	chr17	61540000	61600000	15275	15281	15275_15281	4	3	TRUE
chr17	64260000	64320000	chr17	64710000	64720000	15301	15305	15301_15305	0	1	FALSE
chr17	64410000	64430000	chr17	64730000	64750000	15302	15306	15302_15306	0	1	FALSE
chr17	66710000	66730000	chr17	67150000	67160000	15324	15327	15324_15327	0	1	FALSE
chr17	68240000	68280000	chr17	68750000	68790000	15334	15337	15334_15337	0	1	FALSE
chr17	68750000	68790000	chr17	68960000	68990000	15337	15338	15337_15338	3	1	TRUE
chr17	69570000	69610000	chr17	70290000	70300000	15346	15351	15346_15351	0	1	FALSE
chr1	234470000	234530000	chr1	235330000	235340000	1534	1544	1534_1544	0	1	FALSE
chr1	234470000	234530000	chr1	235410000	235450000	1534	1545	1534_1545	1	4	TRUE
chr17	70610000	70650000	chr17	72520000	72590000	15354	15374	15354_15374	2	1	FALSE
chr17	70750000	70790000	chr17	72440000	72460000	15356	15372	15356_15372	0	1	FALSE
chr17	70810000	70830000	chr17	71890000	71900000	15357	15364	15357_15364	0	1	FALSE
chr17	71100000	71120000	chr17	72520000	72590000	15359	15374	15359_15374	0	1	FALSE
chr17	71450000	71500000	chr17	72280000	72300000	15362	15368	15362_15368	0	1	FALSE
chr17	71610000	71620000	chr17	72520000	72590000	15363	15374	15363_15374	0	1	FALSE
chr17	72310000	72320000	chr17	72520000	72590000	15369	15374	15369_15374	0	1	FALSE
chr17	73220000	73270000	chr17	74160000	74200000	15379	15386	15379_15386	0	1	FALSE
chr17	73690000	73740000	chr17	74160000	74200000	15383	15386	15383_15386	0	1	FALSE
chr17	74940000	74950000	chr17	75200000	75210000	15390	15394	15390_15394	0	1	FALSE
chr17	75050000	75060000	chr17	75200000	75210000	15392	15394	15392_15394	0	1	FALSE
chr17	75280000	75320000	chr17	75730000	75740000	15395	15398	15395_15398	0	1	FALSE
chr17	75840000	75850000	chr17	76270000	76310000	15400	15404	15400_15404	0	1	FALSE
chr17	75900000	75930000	chr17	76270000	76310000	15401	15404	15401_15404	2	1	FALSE
chr17	76010000	76030000	chr17	76490000	76500000	15402	15407	15402_15407	0	1	FALSE
chr17	76270000	76310000	chr17	76380000	76410000	15404	15405	15404_15405	2	1	FALSE
chr17	76460000	76470000	chr17	76690000	76710000	15406	15409	15406_15409	0	1	FALSE
chr17	76790000	76800000	chr17	78070000	78090000	15410	15425	15410_15425	0	1	FALSE
chr17	77530000	77560000	chr17	77920000	77940000	15418	15421	15418_15421	1	1	FALSE
chr17	77530000	77560000	chr17	78070000	78090000	15418	15425	15418_15425	1	1	FALSE
chr17	77530000	77560000	chr17	78170000	78180000	15418	15427	15418_15427	0	1	FALSE
chr17	78480000	78510000	chr17	78800000	78810000	15431	15435	15431_15435	1	1	FALSE
chr17	79970000	80010000	chr17	80230000	80260000	15447	15449	15447_15449	0	1	FALSE
chr17	80480000	80490000	chr17	80950000	80990000	15452	15455	15452_15455	0	1	FALSE
chr17	81240000	81280000	chr17	81580000	81610000	15459	15462	15459_15462	3	1	TRUE
chr1	235510000	235540000	chr1	235850000	235860000	1546	1548	1546_1548	0	1	FALSE
chr18	330000	340000	chr18	600000	640000	15477	15481	15477_15481	0	1	FALSE
chr18	420000	430000	chr18	600000	640000	15478	15481	15478_15481	0	1	FALSE
chr18	850000	900000	chr18	2100000	2120000	15484	15492	15484_15492	0	1	FALSE
chr18	970000	980000	chr18	1640000	1650000	15485	15490	15485_15490	0	1	FALSE
chr18	2920000	2960000	chr18	3060000	3070000	15499	15501	15499_15501	1	1	FALSE
chr1	236090000	236120000	chr1	237370000	237390000	1549	1557	1549_1557	0	1	FALSE
chr18	3000000	3010000	chr18	3230000	3250000	15500	15504	15500_15504	0	1	FALSE
chr18	3270000	3310000	chr18	3890000	3900000	15505	15513	15505_15513	0	1	FALSE
chr18	3700000	3730000	chr18	3980000	4020000	15509	15514	15509_15514	1	1	FALSE
chr18	4040000	4050000	chr18	4710000	4720000	15515	15519	15515_15519	0	1	FALSE
chr18	4100000	4120000	chr18	4430000	4440000	15516	15517	15516_15517	0	1	FALSE
chr18	4100000	4120000	chr18	5040000	5050000	15516	15521	15516_15521	0	1	FALSE
chr18	5080000	5110000	chr18	5330000	5350000	15522	15524	15522_15524	0	1	FALSE
chr18	5190000	5200000	chr18	5330000	5350000	15523	15524	15523_15524	0	1	FALSE
chr18	5610000	5620000	chr18	5830000	5890000	15525	15526	15525_15526	0	1	FALSE
chr18	5830000	5890000	chr18	6690000	6710000	15526	15530	15526_15530	0	1	FALSE
chr18	5830000	5890000	chr18	7160000	7190000	15526	15536	15526_15536	0	2	FALSE
chr18	6010000	6020000	chr18	6870000	6900000	15527	15533	15527_15533	0	1	FALSE
chr18	6210000	6240000	chr18	6480000	6570000	15528	15529	15528_15529	0	1	FALSE
chr18	6910000	6930000	chr18	7160000	7190000	15534	15536	15534_15536	0	1	FALSE
chr18	7230000	7290000	chr18	8420000	8430000	15538	15551	15538_15551	0	1	FALSE
chr18	7340000	7350000	chr18	8940000	8950000	15539	15555	15539_15555	0	1	FALSE
chr18	7370000	7380000	chr18	7550000	7600000	15540	15541	15540_15541	0	1	FALSE
chr18	7550000	7600000	chr18	7770000	7810000	15541	15542	15541_15542	0	1	FALSE
chr18	7550000	7600000	chr18	8450000	8510000	15541	15552	15541_15552	1	1	FALSE
chr18	8650000	8690000	chr18	9060000	9090000	15554	15558	15554_15558	0	1	FALSE
chr1	236860000	236880000	chr1	237370000	237390000	1555	1557	1555_1557	0	1	FALSE
chr18	9800000	9820000	chr18	10490000	10540000	15565	15578	15565_15578	0	1	FALSE
chr18	10000000	10010000	chr18	10420000	10440000	15570	15576	15570_15576	0	1	FALSE
chr18	10130000	10140000	chr18	10490000	10540000	15575	15578	15575_15578	0	1	FALSE
chr18	10560000	10570000	chr18	11520000	11560000	15579	15585	15579_15585	0	1	FALSE
chr18	10830000	10870000	chr18	11030000	11040000	15582	15583	15582_15583	0	1	FALSE
chr18	11030000	11040000	chr18	11520000	11560000	15583	15585	15583_15585	0	1	FALSE
chr18	12990000	13000000	chr18	13720000	13730000	15595	15602	15595_15602	0	1	FALSE
chr18	13160000	13170000	chr18	13610000	13650000	15596	15601	15596_15601	0	1	FALSE
chr18	13200000	13230000	chr18	13790000	13800000	15597	15603	15597_15603	0	1	FALSE
chr18	23080000	23090000	chr18	23360000	23420000	15619	15621	15619_15621	0	2	FALSE
chr18	24350000	24370000	chr18	24720000	24730000	15626	15628	15626_15628	0	1	FALSE
chr18	27360000	27380000	chr18	27580000	27610000	15639	15640	15639_15640	1	2	FALSE
chr1	238300000	238310000	chr1	238640000	238650000	1565	1568	1565_1568	0	1	FALSE
chr1	238440000	238450000	chr1	239880000	239940000	1566	1577	1566_1577	0	1	FALSE
chr18	34990000	35030000	chr18	35350000	35370000	15674	15677	15674_15677	0	1	FALSE
chr18	36940000	36950000	chr18	37330000	37340000	15687	15688	15687_15688	0	1	FALSE
chr18	42100000	42130000	chr18	43520000	43530000	15696	15704	15696_15704	0	1	FALSE
chr18	42270000	42280000	chr18	43380000	43430000	15697	15703	15697_15703	0	1	FALSE
