Protein Group	Gene	Protein name	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
P22694-2	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	28.44952611	28.73082743	29.05624632	28.41729021	28.67020641	29.48636744	28.50783741	28.5670664	28.38346994	28.574995	28.06258413	28.79249864	28.98959652
P22695	UQCRC2	"Cytochrome b-c1 complex subunit 2, mitochondrial"	30.75450264	31.15196144	31.15813648	30.99024924	31.50040599	29.98467339	30.52364457	31.65745593	31.73468331	31.22192428	30.88500296	31.01205054	31.47489901
P22748	CA4	Carbonic anhydrase 4	NA	NA	NA	NA	NA	17.24621068	36.88129582	NA	NA	17.11455853	36.43304615	NA	22.95932709
P22792	CPN2	Carboxypeptidase N subunit 2	25.49610341	24.19621704	23.34902252	24.72539383	23.77787012	24.50354199	25.40869725	25.33356389	24.33559704	25.01615016	23.37912056	23.96050009	22.96319917
P22830;P22830-2	FECH	"Ferrochelatase, mitochondrial"	30.09408644	29.85601578	32.07967332	29.92806231	29.06476503	30.63099133	27.789735	29.7074837	30.0142861	29.69791277	29.30479633	30.74672279	31.42193183
P22897;P22897-2	MRC1	Macrophage mannose receptor 1	22.92905279	22.33719435	20.57533159	22.69556794	22.23690899	21.43301615	24.27412221	23.23937194	21.24750686	23.4148397	21.52999074	20.20199549	17.07586151
P23083		Ig heavy chain V-I region V35	26.73247011	27.23255833	28.26588628	28.13668473	23.79339549	23.30414574	28.27508409	28.47582145	26.61287162	24.29491534	NA	26.3375632	24.27130125
P23141;P23141-2;Q9UKY3;Q9UKY3-2	CES1	Liver carboxylesterase 1	30.67207836	29.95746226	30.55021147	29.53350658	30.55870405	29.50713824	30.05149352	29.46153474	29.85218251	29.87462927	28.84426585	29.76937168	30.5932949
P23142	FBLN1	Fibulin-1	32.38775312	31.89817145	32.09864707	31.88775196	31.80988867	32.58685784	31.26101824	31.75669637	31.46437568	31.73661392	31.70106773	33.12292179	32.59427823
P23142-4;P23142-2;P23142-3	FBLN1	Fibulin-1	30.21179713	30.16836214	30.04922394	29.66375339	29.09364021	31.21007854	29.13031862	30.34338872	29.60647178	29.72144768	29.15958172	31.36698723	30.32222598
P23193;P23193-2;Q15560-2;Q15560	TCEA1	Transcription elongation factor A protein 1	28.56821766	28.55622111	28.13588815	28.07191214	27.30694635	28.35380366	26.65308782	27.92162314	26.90570254	27.73186616	28.5081628	28.2117638	28.96118555
P23219-3;P23219-2;P23219;P23219-6;P23219-5;P23219-4	PTGS1	Prostaglandin G/H synthase 1	22.21255764	19.62250146	25.10491848	NA	22.80011846	NA	22.61840963	20.19687468	26.2097179	22.37471894	22.78950902	22.32456031	22.93730601
P23229-4;P23229-2;P23229-5;P23229-3;P23229-9;P23229-6;P23229;P23229-7	ITGA6	Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	28.9522259	28.54808614	28.44704872	28.47588406	28.28125464	29.38327365	27.56417883	28.52484162	28.48534061	28.20214436	29.40318814	28.02646619	28.99943838
P23246;P23246-2	SFPQ	"Splicing factor, proline- and glutamine-rich"	31.50468052	32.15696823	31.36455294	32.03719475	32.04132603	31.61714191	31.48705957	32.06778007	31.33849581	31.60538657	32.06899649	31.58452543	31.94876253
P23258;Q9NRH3	TUBG1;TUBG2	Tubulin gamma-1 chain;Tubulin gamma-2 chain	28.08050978	27.97273132	27.23210346	28.1810828	27.69051246	28.24891488	27.02121051	27.76945582	27.7543821	27.5514731	26.95833115	27.46191621	27.3767859
P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B	31.39447705	31.73306961	31.76871816	32.17365199	32.63481478	31.58824329	32.36728123	32.16851997	32.22468086	32.06821125	32.53593715	31.48645872	31.59207499
P23297	S100A1	Protein S100-A1	38.59254456	NA	NA	NA	18.01084749	17.46872552	NA	NA	NA	NA	NA	NA	NA
P23352	KAL1	Anosmin-1	15.99323688	NA	19.50300224	16.91535296	NA	22.65446355	16.69429329	16.05136987	NA	NA	NA	18.36319444	15.71386012
P23368	ME2	"NAD-dependent malic enzyme, mitochondrial"	29.33878533	29.21750327	29.89286796	29.2808933	29.99129167	28.70168698	30.60157175	29.32424462	29.67065072	29.62061605	29.49367702	29.46626964	29.67245445
P23381;P23381-2	WARS	"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS"	30.31512367	30.42190878	30.37323188	30.72896477	31.03999901	30.52144916	30.71352999	30.64871961	30.70030359	30.32081037	31.16354691	30.24906791	30.40023867
P23396;P23396-2	RPS3	40S ribosomal protein S3	30.40529941	31.1433947	31.1496746	31.25282873	31.39302597	30.52401641	30.93392001	31.40356257	30.9764868	30.82529829	30.88941055	30.53701236	31.44458411
P23434	GCSH	"Glycine cleavage system H protein, mitochondrial"	23.13955374	24.01163921	25.60337606	23.94843718	30.74448367	NA	27.21760319	27.59327387	26.3829016	26.4494958	22.5479166	24.87232488	25.42155807
P23443-4;P23443-3;P23443-5;P23443-2;P23443	RPS6KB1	Ribosomal protein S6 kinase beta-1	23.71924157	25.74646314	24.69070113	23.98602416	25.30741458	25.12578733	24.42129479	25.96278867	25.86902694	NA	18.30532122	23.58306342	22.82803615
P23458	JAK1	Tyrosine-protein kinase JAK1	22.18949748	24.18793461	19.35682221	21.19004776	21.30031659	22.02121088	20.54340285	22.71315913	21.07593539	21.43050855	20.29871043	19.79734651	23.12610791
P23469-3;P23469-2;P23469	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	NA	NA	NA	23.89758265	22.16311201	NA	23.84322434	24.26699746	NA	18.28778233	23.78173666	NA	22.08036877
P23470-2;P23470	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	20.01030544	22.32678968	19.5712735	20.77180502	23.68569751	23.29604218	22.01202991	20.09700611	26.43249166	23.62984078	20.23213322	20.28861772	21.27863946
P23497;P23497-7;P23497-6;P23497-5;P23497-2;P23497-3;P23497-4;Q9H930-3	SP100	Nuclear autoantigen Sp-100	26.46378442	27.87021545	26.52873217	26.50656533	26.83156829	26.69965508	27.28717354	26.91615434	27.36969942	25.85786089	26.32876166	26.27662183	27.17728358
P23511-2;P23511	NFYA	Nuclear transcription factor Y subunit alpha	21.6231071	24.63856254	NA	23.7016048	29.71749588	NA	23.00694939	23.41546815	NA	24.76777263	21.82622646	23.17843756	26.84545607
P23526;P23526-2	AHCY	Adenosylhomocysteinase	30.27974352	30.18190609	31.24930736	30.96019656	31.00852356	30.60525482	30.95962686	31.37167179	31.17907308	31.11991711	31.34260158	31.17236442	31.06720241
P23528	CFL1	Cofilin-1	33.10551043	32.89604901	33.2048357	32.92394619	33.42320645	32.60113598	33.25664174	32.35855153	32.90317114	33.33050268	33.19919648	33.2806726	33.25992463
P23588;P23588-2	EIF4B	Eukaryotic translation initiation factor 4B	27.98668676	27.90583077	27.0786173	28.21082761	28.01744295	28.26832424	26.87249068	27.37713615	26.78130417	28.26861082	28.63538025	28.24313953	28.46262593
P23610	F8A1	Factor VIII intron 22 protein	24.17024858	24.92899984	24.65224368	24.32803527	24.6267095	25.73074508	24.31082595	24.65659626	23.47901791	24.61126827	24.80097701	22.46183644	18.4283482
P23634-7;P23634-6;P23634-8;P23634;Q16720-8;Q16720-7;Q16720-6;Q16720-3;Q16720-5;Q16720-2;Q16720-4;Q16720	ATP2B4	Plasma membrane calcium-transporting ATPase 4	29.49237475	28.82823299	28.27642105	29.20820733	29.09979058	28.69925388	28.90719486	28.94377681	28.21747059	28.78846459	28.41213449	28.09371204	29.09842182
P23743;P23743-3;P23743-2	DGKA	Diacylglycerol kinase alpha	24.49813265	23.69246031	24.93271087	23.89189075	23.37548788	25.53591658	22.86762432	22.1500969	23.64670433	24.50066011	23.37131991	24.68124154	24.61482865
P23769;P15976-3;P15976-2;P15976;P23769-2	GATA2;GATA1	Endothelial transcription factor GATA-2;Erythroid transcription factor	NA	15.01666517	NA	15.7476998	NA	NA	NA	14.51152839	NA	NA	15.39741348	NA	NA
P23786	CPT2	"Carnitine O-palmitoyltransferase 2, mitochondrial"	29.32862407	29.83108697	30.21636818	29.70429073	30.295559	31.1171126	30.82600115	29.84481919	30.58563797	30.47789643	29.95470794	29.63141301	30.29828948
P23919;P23919-2	DTYMK	Thymidylate kinase	25.02795015	25.97904352	26.84031625	26.14505299	26.57167226	26.67690059	26.01217172	26.30547222	26.42404043	26.52170341	26.8115992	25.7664629	26.61764445
P23921	RRM1	Ribonucleoside-diphosphate reductase large subunit	22.77229054	24.22099658	23.91029519	23.7457862	24.05865646	24.00814861	24.86023189	24.42006372	24.45973737	24.26036715	22.72855463	24.18069351	23.53807022
P23946;P23946-2	CMA1	Chymase	28.6209757	28.74402147	27.50289645	27.89495641	27.35919603	26.19630859	29.60298302	29.2793985	26.75611941	28.75382052	27.7562787	24.72033642	30.14510443
P24043	LAMA2	Laminin subunit alpha-2	30.24457102	29.21257778	30.33678319	28.63206675	31.54076144	29.24395604	31.23793994	29.2950664	30.72703695	29.48814972	31.07260434	30.0931201	29.98598861
P24158	PRTN3	Myeloblastin	27.79867504	28.3079833	27.0882215	27.58106928	22.91030743	26.75851153	22.92264125	25.53849319	26.44202638	26.82344001	24.52519013	25.95884146	22.01308726
P24310	COX7A1	"Cytochrome c oxidase subunit 7A1, mitochondrial"	20.686418	NA	23.67225802	19.33560822	NA	NA	19.55030351	19.91436136	20.97920456	19.6798875	22.83481892	19.50520549	NA
P24390;P24390-2	KDELR1	ER lumen protein-retaining receptor 1	NA	NA	NA	NA	11.84815977	14.71951519	NA	NA	NA	NA	NA	NA	NA
P24468;P24468-3	NR2F2	COUP transcription factor 2	23.63218153	24.79874582	24.16844694	25.50792961	23.33234411	21.45967387	23.07943365	NA	NA	21.22114501	24.53486503	NA	22.69459037
P24534	EEF1B2	Elongation factor 1-beta	30.05377631	30.63289242	30.13918856	30.34589602	30.72263272	29.37298319	30.11414438	30.79376	30.28816582	29.80647845	30.76967867	29.74850613	29.79483826
P24539	ATP5F1	"ATP synthase F(0) complex subunit B1, mitochondrial"	30.84026825	31.10836179	30.74887449	30.83092765	30.90479362	30.54630504	31.92262716	30.98761112	31.48250134	30.59615532	30.66078993	30.75072099	31.20805927
P24557;P24557-2;P24557-3;P24557-4	TBXAS1	Thromboxane-A synthase	26.02049715	27.16178883	25.38135285	27.50847771	26.66065502	26.14063411	26.04370499	26.31248121	27.84099547	27.15759091	27.15612374	25.17570044	25.97854221
P24593	IGFBP5	Insulin-like growth factor-binding protein 5	24.64282069	23.91668873	NA	25.07676019	26.34897905	NA	24.62315188	23.60145405	NA	27.93793435	28.23394499	23.56315091	23.91964379
P24666;P24666-4;P24666-3	ACP1	Low molecular weight phosphotyrosine protein phosphatase	29.76112805	30.65487301	30.13899242	29.72386136	30.23106852	28.75543006	30.07986616	30.4414328	30.08077255	30.42000415	30.00037737	29.74045221	30.16553688
P24666-2	ACP1	Low molecular weight phosphotyrosine protein phosphatase	NA	23.5552763	NA	21.17807529	NA	NA	NA	22.865003	NA	16.06962276	23.75030154	23.12781556	17.14860605
P24752;P24752-2	ACAT1	"Acetyl-CoA acetyltransferase, mitochondrial"	31.73569051	32.36248054	31.96623729	31.72714623	31.53963882	32.01880592	32.20708461	32.00310406	32.86398291	31.77953826	32.34638119	31.37375452	32.17647496
P24821;P24821-3;P24821-6	TNC	Tenascin	33.14020909	32.96915136	31.1251243	33.08396469	32.96909106	31.93319556	32.68064791	32.78357943	30.25477789	32.46675172	32.93720795	31.42962023	32.30058993
P24844;P24844-2	MYL9	Myosin regulatory light polypeptide 9	34.97879271	33.80037357	33.65212822	34.34732023	34.74182432	32.49785825	33.45614523	33.92506753	32.76688647	33.99566018	32.76663209	33.1141234	34.15055459
P24855;P24855-2	DNASE1	Deoxyribonuclease-1	NA	23.52366553	23.03543431	22.83333346	NA	NA	NA	NA	22.13880966	20.47679485	22.76708475	24.16552196	19.00810161
P24928;P24928-2	POLR2A	DNA-directed RNA polymerase II subunit RPB1	27.03896901	27.28449861	26.67372044	27.64225433	26.70419299	25.97453241	25.59304026	27.39010157	26.77856394	25.53851518	25.69084459	26.32267793	26.07463734
P24941-2;P24941	CDK2	Cyclin-dependent kinase 2	24.62367752	24.48994502	25.65654202	24.74962249	25.05291323	23.10756881	22.71770224	20.23068547	23.9134451	25.13032856	23.8508501	23.57342862	25.61009502
P25067	COL8A2	Collagen alpha-2(VIII) chain	23.77902381	23.55438725	24.32360621	25.08944336	22.34232705	24.69589891	25.65605649	24.55783756	26.33410008	23.88173856	26.96065415	24.58642335	24.44478374
P25098	ADRBK1	Beta-adrenergic receptor kinase 1	26.83579802	26.92167801	26.75208553	27.02106664	26.80210022	27.75832766	26.13341279	27.15732977	26.61725486	26.61293628	26.58539375	27.25097197	26.47833056
P25189;P25189-2	MPZ	Myelin protein P0	19.04923815	17.18087185	16.83579326	16.92842881	17.77554764	NA	NA	12.18163852	14.92055995	NA	15.42102991	18.83379899	22.13221382
P25205	MCM3	DNA replication licensing factor MCM3	25.73651662	25.1757306	23.31590098	25.99781799	24.02884486	22.52539623	24.55690003	20.38872168	24.5170719	21.65646523	23.90883955	24.58552201	24.8780387
P25208	NFYB	Nuclear transcription factor Y subunit beta	24.08078265	24.26052581	21.15226726	24.27065173	27.97968781	NA	23.858406	24.35545203	NA	NA	24.21931673	23.22258019	25.29492819
P25311	AZGP1	Zinc-alpha-2-glycoprotein	32.13640196	31.33076497	33.57433511	32.73301248	30.63457786	34.19199991	29.75332778	31.64080078	31.31662172	29.2499711	34.56248811	34.84180911	33.39858433
P25325-2	MPST	3-mercaptopyruvate sulfurtransferase	28.68358574	28.53349825	29.12759882	28.39513584	28.68558036	29.56322989	29.21666008	29.39739577	29.25382622	29.04154843	28.86219367	28.56275697	28.66035394
P25398	RPS12	40S ribosomal protein S12	30.37392683	30.97980864	31.11898746	30.77830515	31.02871157	30.56222481	30.94081216	31.40921593	30.58991175	30.34045025	30.90524352	30.29509555	30.56656144
P25440-3;P25440;P25440-2;P25440-4	BRD2	Bromodomain-containing protein 2	18.66560387	18.33109248	15.95878463	20.53098063	NA	NA	12.73267827	20.01842033	16.60108392	18.60352764	17.71683567	18.59347577	21.47786371
P25445-6;P25445;P25445-7	FAS	Tumor necrosis factor receptor superfamily member 6	21.90476591	22.42979835	21.43330823	22.3603759	17.06842342	17.86879075	NA	22.48004083	NA	24.39471623	21.09062786	21.95526099	NA
P25490;O15391;Q96MM3	YY1	Transcriptional repressor protein YY1	24.81089711	25.70640017	23.78435529	24.74598816	24.58914556	23.46572096	24.86201219	24.04152145	21.99705565	24.28505672	25.31865917	25.26097005	26.12156699
P25685;P25685-2	DNAJB1	DnaJ homolog subfamily B member 1	27.82344569	28.10916773	28.39662803	28.92165751	28.85997156	28.1518122	27.9629571	28.36296535	27.82311206	28.32751705	28.85178409	28.30810442	28.12344053
P25686;P25686-2	DNAJB2	DnaJ homolog subfamily B member 2	22.60271924	22.3573441	22.23093489	22.31144384	28.07799907	NA	20.8470342	20.23179111	23.77890525	22.47486263	23.37457231	25.54720229	23.0094208
P25705;P25705-3	ATP5A1	"ATP synthase subunit alpha, mitochondrial"	33.25700645	33.18553195	33.07911812	33.13850774	33.68454505	32.93387277	34.22350583	33.4402506	33.71000495	33.66387848	33.03780525	33.21039503	33.59281234
P25774-2;P25774	CTSS	Cathepsin S	28.56153454	29.60283351	26.45751958	26.43280739	27.46807808	27.42359509	27.13125573	27.06247874	27.18725652	25.64203368	25.85396407	25.17198505	28.28387467
P25786;P25786-2	PSMA1	Proteasome subunit alpha type-1	29.39595318	30.03768153	30.01287793	29.81074904	29.72168056	29.8040498	30.36441213	30.18849243	30.38562006	29.62841811	30.07693135	30.02441697	30.29339526
P25787	PSMA2	Proteasome subunit alpha type-2	28.77410229	29.22090458	29.56585402	29.1451816	29.63432153	30.22323396	29.5465955	29.21554603	29.44642392	29.28518342	29.32371883	29.3540224	29.46855535
P25788-2;P25788	PSMA3	Proteasome subunit alpha type-3	27.73359117	28.400983	28.58867572	28.53165087	28.66379265	27.8113526	28.75675248	28.71658463	28.59510841	28.30577067	28.81961721	28.15779059	28.75357552
P25789;P25789-2	PSMA4	Proteasome subunit alpha type-4	29.24351499	29.54614105	29.49771403	29.33561734	29.69369943	29.05916982	29.31737198	29.80531121	29.88507295	29.26016331	29.55094811	29.45262844	29.57563302
P25815	S100P	Protein S100-P	20.99983476	21.4458981	NA	NA	NA	NA	NA	NA	24.67180816	21.10271441	20.33145308	22.24469728	21.09613715
P25940	COL5A3	Collagen alpha-3(V) chain	21.21523476	20.66080426	22.01937192	21.09876634	22.82608473	NA	23.63325039	20.13507631	23.28286038	25.93619287	21.26122833	20.91481406	19.27327615
P25963	NFKBIA	NF-kappa-B inhibitor alpha	20.91410008	20.64619908	18.89554362	21.83980429	21.05050117	23.2767563	19.51171391	22.08565176	20.84356487	NA	21.75285034	NA	23.20949673
P26006;P26006-1	ITGA3	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	25.26198607	25.62682771	22.4127687	23.41949461	24.81320553	22.70165944	25.13355068	25.09700175	25.70890273	26.24842342	23.31392262	22.38285814	24.96783577
P26038	MSN	Moesin	32.94764005	32.54865081	31.91099385	32.23299275	32.67008433	31.77195466	32.64980908	32.51651043	31.99219997	32.04172906	32.8076155	31.56338883	32.16700549
P26196	DDX6	Probable ATP-dependent RNA helicase DDX6	28.82143782	29.18318607	28.11051183	29.06085689	28.74784624	29.58682847	28.40820343	29.29066318	28.43259057	29.02766566	28.72670244	28.20717897	28.63527242
P26232-2;P26232-5;P26232;P26232-3;P26232-4	CTNNA2	Catenin alpha-2	28.32953423	27.04758814	26.48029435	26.49438717	26.7177589	28.66701663	25.4728006	26.35748337	25.02865536	27.40316482	28.18465457	27.52685565	27.48745096
P26358;P26358-2;P26358-3	DNMT1	DNA (cytosine-5)-methyltransferase 1	19.36405039	NA	21.2348463	NA	18.01862648	19.80353401	20.96060973	20.22129586	20.96991998	16.74740536	19.58369447	NA	NA
P26368-2;P26368	U2AF2	Splicing factor U2AF 65 kDa subunit	29.20460854	29.85153568	29.24320647	29.79725574	30.10808106	30.19784797	29.58194823	30.06005281	29.50585591	29.34355382	29.51460756	29.24450949	29.55064307
P26373;P26373-2	RPL13	60S ribosomal protein L13	29.69643945	30.62672337	30.31354983	30.50321007	29.98456383	31.01628377	30.07119256	30.78259096	30.49764545	30.14069133	30.32930765	29.68516798	30.57135869
P26440;P26440-2	IVD	"Isovaleryl-CoA dehydrogenase, mitochondrial"	29.76285921	30.37447608	30.3499191	30.26934164	30.391556	30.61661005	30.94279741	31.19584065	30.64827644	30.01837319	30.34847441	30.29062506	30.72765329
P26447	S100A4	Protein S100-A4	28.86724181	29.28326872	29.67841443	28.60969751	29.18531263	27.79367456	29.27239952	28.53851132	29.33814598	28.58080915	29.15042035	28.52583124	28.91667706
P26572	MGAT1	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	26.33819982	25.63495496	25.98700593	23.69545025	25.5636321	27.04844931	25.30023604	24.71436919	24.63146485	25.46434277	26.6882752	25.77298089	25.4635063
P26583	HMGB2	High mobility group protein B2	28.5945407	28.65562511	27.68017542	28.37053982	27.86104132	29.49114665	28.56024715	28.24084363	28.62820281	28.11250035	28.891961	27.97545963	28.55186369
P26599;P26599-2;P26599-3	PTBP1	Polypyrimidine tract-binding protein 1	32.2697735	32.87059258	32.22154292	32.74231958	32.55381634	32.31457144	32.02177859	32.35895926	32.45121235	32.08377085	32.28274816	32.2682896	32.36098671
P26639;P26639-2	TARS	"Threonine--tRNA ligase, cytoplasmic"	29.9893245	30.42729855	30.64458433	29.87103533	30.62304909	30.00945875	30.62032595	30.25608877	30.48137359	30.24509809	29.79537532	29.96445432	29.97922069
P26640;P26640-2	VARS	Valine--tRNA ligase	30.40948408	30.7280287	30.26047914	30.67561353	30.84063315	31.70300592	30.43963939	30.99862166	30.68924383	30.58155093	31.0052206	30.05858206	30.37945729
P26641;P26641-2	EEF1G	Elongation factor 1-gamma	31.29162139	31.78660376	31.28201919	31.46118727	31.84342396	31.99587793	31.79785132	31.58051695	31.5599058	31.44758051	31.66513949	30.98995619	31.63611476
P26885	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	28.79346599	28.38546226	28.32693038	28.37109318	28.45244841	27.91937815	28.4455703	28.69066968	27.65070592	27.95557407	28.12147674	28.17799493	27.41127114
P26927	MST1	Hepatocyte growth factor-like protein;Hepatocyte growth factor-like protein alpha chain;Hepatocyte growth factor-like protein beta chain	22.93435937	24.16629438	NA	21.73396409	15.64134186	17.45914395	23.61061244	24.68956295	NA	NA	NA	22.00900029	24.94241769
P27105;P27105-2	STOM	Erythrocyte band 7 integral membrane protein	30.8755766	30.298024	30.51495955	30.49228897	30.49547646	30.62587	30.44619828	30.78121439	30.17676123	30.01410585	30.04675693	30.119884	30.27980632
